time,latitude,longitude,depth,mag
2016-08-30T08:07:39.750Z,37.4056,141.6863,45.55,4.8
2016-08-30T20:04:47.850Z,36.3307,141.7889,23.07,4.9
2016-08-30T20:36:48.900Z,36.3454,141.6894,21.94,4.6
2016-08-31T02:07:35.910Z,34.3959,141.485,36.38,4.6
2016-08-31T08:20:37.670Z,33.1552,140.9098,40.23,4.5
2016-09-01T23:27:00.980Z,38.2243,141.9052,43.52,4.5
2016-09-02T05:33:42.790Z,34.4455,141.8099,16.91,4.7
2016-09-02T13:29:37.300Z,34.4547,141.4975,10,5.3
2016-09-02T17:56:18.250Z,34.471,141.6772,7.58,4.5
2016-09-03T06:03:17.390Z,33.6599,135.1106,35.46,4.5
2016-09-03T12:26:43.460Z,31.4495,138.4886,326.69,5
2016-09-05T16:24:17.290Z,34.4522,141.6378,24.51,4.6
2016-09-06T20:47:57.580Z,34.4949,141.7468,10,4.6
2016-09-07T04:28:49.740Z,36.1828,140.024,52.08,4.7
2016-09-08T05:10:45.340Z,31.2445,138.4459,358.15,4.7
2016-09-09T11:53:15.470Z,36.3925,141.1259,32.09,5.4
2016-09-09T14:18:03.020Z,36.7095,140.5975,94.62,4.6
2016-09-09T16:06:15.290Z,34.5398,142.1635,10,4.5
2016-09-09T23:02:25.380Z,34.4646,141.6378,10,4.6
2016-09-09T23:56:43.160Z,34.4026,141.6045,10,4.6
2016-09-10T04:10:06.960Z,34.4873,141.6232,10,4.5
2016-09-11T02:55:34.670Z,34.4556,141.7336,10,4.6
2016-09-11T03:22:05.010Z,37.4849,141.704,39.43,4.5
2016-09-12T08:01:26.640Z,38.2183,142.1241,35,4.6
2016-09-12T16:46:35.650Z,34.7501,140.6896,39.68,4.7
2016-09-12T23:30:40.320Z,35.7138,140.1866,59.95,4.6
2016-09-13T10:12:26.500Z,35.8978,139.7844,74,5
2016-09-14T20:16:05.520Z,34.5183,141.5402,10,4.6
2016-09-16T17:12:31.120Z,34.4099,141.9933,28.25,4.5
2016-09-17T07:35:53.030Z,35.5782,141.0189,10,4.5
2016-09-17T13:39:45.300Z,38.6524,142.2755,38.05,4.6
2016-09-20T11:34:01.310Z,35.8697,142.7906,34.76,4.6
2016-09-22T10:21:57.680Z,34.4083,141.8116,10,4.7
2016-09-22T15:56:05.650Z,34.4727,141.8318,10,5.3
2016-09-22T15:57:06.940Z,34.3707,141.7588,19.17,5.3
2016-09-22T16:00:46.020Z,34.4304,141.7961,18.44,5
2016-09-22T16:20:34.420Z,34.4869,141.7121,16.6,4.7
2016-09-22T20:28:45.910Z,34.4432,141.7431,10,4.5
2016-09-23T00:14:34.700Z,34.4619,141.6368,10,6.2
2016-09-23T00:21:01.710Z,34.4899,141.6638,10.61,4.9
2016-09-23T00:26:08.660Z,34.4826,141.6924,10,4.8
2016-09-23T00:30:23.030Z,34.4351,141.6552,10,4.7
2016-09-23T00:42:35.150Z,34.5021,141.7528,10,4.9
2016-09-23T00:53:53.780Z,34.2178,142.4996,10,4.6
2016-09-23T01:52:12.540Z,34.6382,141.7336,10,4.5
2016-09-23T01:57:42.090Z,34.4626,142.3192,10,4.5
2016-09-23T02:26:04.710Z,36.2902,141.8366,33.08,4.5
2016-09-23T03:37:03.430Z,34.4685,141.87,10,4.6
2016-09-23T05:34:31.480Z,34.5214,141.7965,10,5.2
2016-09-23T06:13:19.110Z,34.9052,141.4606,10,5.3
2016-09-23T06:46:01.440Z,34.5256,141.687,10,4.7
2016-09-23T10:27:01.530Z,34.5676,141.8994,10,4.7
2016-09-23T10:28:20.430Z,34.5949,141.2321,10,5
2016-09-23T11:04:53.300Z,34.4337,141.5355,10,4.6
2016-09-23T12:04:51.220Z,34.5504,141.7975,10,4.9
2016-09-23T13:58:06.020Z,34.4612,141.7858,10,4.7
2016-09-23T20:26:24.340Z,34.5454,141.7751,18.28,4.6
2016-09-24T10:20:45.010Z,34.4902,141.8166,10,4.9
2016-09-24T10:52:07.190Z,34.5403,141.5769,10,4.9
2016-09-25T18:00:55.700Z,34.5688,141.8332,10,4.6
2016-09-26T00:09:26.550Z,34.4965,141.7804,10,4.5
2016-09-26T01:45:13.880Z,34.5005,141.795,10,4.5
2016-09-26T02:24:37.740Z,41.8802,142.2041,64,5
2016-09-26T05:13:25.570Z,41.699,143.0782,33.73,5.3
2016-09-26T21:29:18.020Z,34.571,141.7034,10,4.5
2016-09-27T19:22:24.960Z,34.6211,141.7212,21,4.6
2016-09-29T11:57:37.740Z,37.4496,141.7558,17.85,4.6
2016-09-29T23:21:01.710Z,34.523,141.792,10,5.1
2016-09-29T23:29:26.060Z,34.4068,141.7757,22.33,4.5
2016-09-30T19:04:32.640Z,38.1464,142.0181,50.16,4.6
2016-10-01T09:40:22.780Z,34.7322,141.688,10,4.9
2016-10-01T11:03:48.080Z,34.6601,141.6823,25.26,4.6
2016-10-02T23:54:34.540Z,34.7174,142.0957,29.72,4.6
2016-10-04T12:13:49.040Z,34.7267,141.4434,19.44,5.2
2016-10-04T12:17:44.440Z,34.6178,141.4504,16.41,4.7
2016-10-05T21:26:33.840Z,34.698,141.8264,10,4.9
2016-10-07T00:14:21.290Z,42.0042,142.5215,58.02,4.5
2016-10-09T16:36:47.810Z,34.5857,141.8364,10,4.5
2016-10-10T06:28:21.390Z,35.9189,139.8277,80.72,4.5
2016-10-10T16:00:42.440Z,37.8732,141.7661,48.29,4.6
2016-10-11T19:02:26.480Z,42.2516,143.0788,58.9,4.9
2016-10-11T23:05:32.630Z,34.2008,140.339,77,4.8
2016-10-13T18:07:27.970Z,36.7415,142.91,10,4.5
2016-10-14T18:34:26.570Z,41.4276,142.4225,62.43,4.6
2016-10-16T06:14:25.530Z,37.8801,140.5109,130.54,4.7
2016-10-16T07:37:03.870Z,38.2661,141.5873,17.96,4.7
2016-10-20T02:49:53.120Z,35.8196,140.5082,18.91,5.3
2016-10-21T05:07:22.990Z,35.3743,133.8092,5.63,6.2
2016-10-21T05:53:18.150Z,35.366,133.8022,10,4.6
2016-10-21T18:33:46.130Z,32.7777,131.8899,48.26,4.9
2016-10-25T01:24:15.530Z,34.3419,141.7932,30.68,4.6
2016-10-25T11:12:21.850Z,34.6994,140.0995,54.76,4.5
2016-10-25T17:35:49.250Z,36.8644,141.5123,26.27,4.6
2016-10-31T19:02:47.560Z,35.4723,141.1682,26.84,4.5
2016-11-01T13:37:43.800Z,33.2318,140.8317,53.09,4.7
2016-11-01T22:37:32.790Z,37.5171,141.7017,14.4,5
2016-11-02T05:33:26.590Z,39.9916,140.502,10.36,4.7
2016-11-02T19:26:34.630Z,31.0791,141.9245,18.57,4.6
2016-11-05T07:57:30.430Z,31.7707,131.8507,10,4.6
2016-11-06T15:18:47.910Z,38.8637,140.4624,108.81,4.5
2016-11-06T16:55:15.850Z,32.2773,140.8024,51.52,4.5
2016-11-06T21:36:47.920Z,40.1818,142.2069,54.01,4.5
2016-11-09T18:55:45.830Z,36.0188,139.8136,89.88,4.6
2016-11-09T22:20:41.640Z,38.7262,142.1618,48.21,5
2016-11-11T04:53:37.530Z,34.5025,136.8059,348.86,4.7
2016-11-11T21:42:59.650Z,38.4973,141.5658,42.4,6.1
2016-11-13T04:53:47.660Z,31.2744,142.0219,34.1,4.5
2016-11-14T16:15:47.390Z,35.8883,140.8529,40.08,4.7
2016-11-19T02:48:01.660Z,33.8144,135.42,41.96,5.3
2016-11-20T13:15:36.490Z,32.9687,140.402,65.07,4.5
2016-11-20T21:59:26.990Z,35.9162,140.9682,18.66,5
2016-11-21T02:47:09.010Z,37.9292,141.5675,52.12,4.6
2016-11-21T03:58:11.800Z,41.1059,142.916,32.66,4.9
2016-11-21T18:25:52.180Z,37.4379,141.4037,21.98,4.6
2016-11-21T20:56:34.520Z,35.9509,138.9104,135.04,4.5
2016-11-21T20:59:49.270Z,37.3931,141.387,9,6.9
2016-11-21T21:08:08.590Z,37.2087,141.4787,10,5
2016-11-21T21:10:20.900Z,37.2516,141.4718,10,5.4
2016-11-21T21:15:49.340Z,37.2127,141.1802,14.51,4.5
2016-11-21T21:16:16.060Z,37.2228,141.2155,10,5
2016-11-21T21:17:32.380Z,37.2282,141.4625,10,4.6
2016-11-21T21:17:51.610Z,37.3956,141.4408,10,4.6
2016-11-21T21:20:34.700Z,37.2899,141.6259,10,4.8
2016-11-21T21:28:23.700Z,37.2885,141.4313,10,4.8
2016-11-21T21:39:44.480Z,37.3023,141.1967,24.92,5.3
2016-11-21T21:42:37.240Z,37.1374,141.4529,10,5
2016-11-21T21:43:07.240Z,37.1999,141.2239,10,5.1
2016-11-21T21:49:05.210Z,37.2667,141.4326,10,4.6
2016-11-21T21:50:55.720Z,37.2505,141.5434,10,4.9
2016-11-21T22:17:16.220Z,37.213,141.5723,10,4.5
2016-11-21T22:48:24.310Z,37.2204,141.399,10,4.7
2016-11-21T23:23:17.510Z,37.3345,141.4297,17.91,4.6
2016-11-21T23:39:54.760Z,37.2098,141.3987,23.71,4.9
2016-11-21T23:52:07.040Z,37.3739,141.4529,33.85,4.5
2016-11-22T00:03:08.640Z,37.4476,141.6284,10,4.8
2016-11-22T00:08:01.850Z,37.1693,141.4438,10,4.9
2016-11-22T00:28:04.990Z,37.1848,141.5309,10,4.5
2016-11-22T00:32:40.720Z,37.2319,141.4171,10,4.6
2016-11-22T00:47:11.510Z,37.4149,141.4909,15.08,4.5
2016-11-22T01:09:28.310Z,37.3117,141.5322,10,4.5
2016-11-22T01:10:04.650Z,37.2579,141.295,27.4,4.5
2016-11-22T01:31:27.370Z,37.2077,141.405,10,4.7
2016-11-22T01:37:58.940Z,37.1681,141.5344,5.55,4.6
2016-11-22T03:05:52.490Z,37.2644,141.5226,10,4.6
2016-11-22T03:32:10.580Z,37.2706,141.5414,10,4.5
2016-11-22T04:26:11.150Z,37.2139,141.3609,10,4.7
2016-11-22T07:32:25.810Z,37.2438,141.4516,10,4.5
2016-11-22T07:44:38.780Z,37.4658,140.9243,30.74,4.6
2016-11-22T08:49:41.080Z,37.3141,141.4544,8.66,4.6
2016-11-22T11:01:32.990Z,37.2951,141.4428,21.06,4.5
2016-11-22T13:34:40.250Z,37.2609,141.371,10,4.6
2016-11-22T14:03:59.010Z,37.2338,141.366,15.91,5.2
2016-11-22T14:14:29.210Z,37.3101,141.5363,10,4.7
2016-11-22T15:04:51.540Z,37.2723,141.5258,10,4.8
2016-11-22T17:41:16.760Z,37.274,141.3362,31.56,5.1
2016-11-22T18:45:20.440Z,34.5397,140.0511,113.02,4.9
2016-11-22T20:09:52.520Z,37.3122,141.5206,27.53,4.5
2016-11-22T20:12:09.760Z,37.2771,141.6665,32.9,4.6
2016-11-22T21:05:52.470Z,37.2068,141.421,10,4.5
2016-11-23T09:36:36.810Z,37.3582,141.5682,10,4.6
2016-11-23T14:20:06.600Z,37.4321,141.4724,13.9,4.8
2016-11-23T18:13:00.330Z,37.2616,141.3061,10,4.6
2016-11-23T20:49:33.620Z,37.0995,141.4754,16.92,4.6
2016-11-23T21:23:36.900Z,37.2143,141.3209,9,5.9
2016-11-23T21:42:30.140Z,37.184,141.3093,10,4.5
2016-11-24T00:35:09.730Z,31.7455,138.1936,345.99,5.2
2016-11-24T04:48:07.320Z,37.1701,141.3221,10,4.8
2016-11-24T16:55:55.100Z,37.1871,141.4161,10,4.7
2016-11-25T00:20:02.150Z,37.2907,141.4059,13.6,4.7
2016-11-25T12:47:16.350Z,32.3999,141.3766,10,4.7
2016-11-27T10:17:55.540Z,37.3555,141.3438,17,4.6
2016-11-27T12:50:16.580Z,37.379,141.5628,9.17,4.6
2016-11-27T22:16:55.120Z,37.3148,141.2551,22,4.6
2016-11-29T00:26:24.200Z,39.8228,143.2026,21.8,4.5
2016-12-01T23:03:27.400Z,37.5107,141.3935,34.74,4.6
2016-12-02T20:16:24.720Z,35.5798,140.105,73.18,4.7
2016-12-03T23:34:40.380Z,37.218,141.4853,10,4.8
2016-12-04T05:33:10.550Z,37.3034,141.3602,31.88,4.7
2016-12-04T05:36:11.830Z,37.2609,141.412,14.87,4.9
2016-12-04T11:42:21.670Z,37.1972,141.5969,2.69,4.7
2016-12-04T20:43:35.130Z,37.8139,141.5195,62.93,4.5
2016-12-04T21:48:25.510Z,34.0198,142.4803,32.77,4.9
2016-12-05T16:11:15.170Z,33.9937,142.516,10,4.7
2016-12-05T19:01:53.820Z,41.9248,142.3688,66.45,4.5
2016-12-08T04:25:13.430Z,38.5892,141.6928,57.23,4.5
2016-12-08T08:15:48.870Z,37.4108,141.5448,8.72,4.6
2016-12-10T04:44:57.310Z,40.179,142.3854,52.02,5
2016-12-15T17:49:00.410Z,37.3022,141.4909,40.33,4.6
2016-12-19T16:41:12.080Z,37.3989,141.5612,10,5.1
2016-12-23T02:27:38.340Z,37.4577,141.436,34.97,4.5
2016-12-23T17:25:02.600Z,36.7164,142.0023,23.49,5.1
2016-12-23T21:04:12.540Z,36.8103,142.0296,35.24,4.6
2016-12-24T09:21:13.670Z,36.8641,141.8251,43.42,4.7
2016-12-24T11:47:40.910Z,35.5519,140.302,78.79,4.7
2016-12-25T19:52:42.180Z,35.9812,139.9356,53.9,4.7
2016-12-27T11:48:35.530Z,36.4143,141.3259,32.99,4.6
2016-12-28T12:38:49.650Z,36.8604,140.4421,7,5.9
2016-12-28T12:53:12.410Z,36.8025,140.6817,10,4.7
2016-12-30T20:08:26.820Z,37.3732,141.459,9.09,5.1
2017-01-02T16:10:59.130Z,38.8698,142.8242,35,4.6
2017-01-02T18:35:22.930Z,34.0275,136.4244,376.64,4.5
2017-01-02T21:24:20.610Z,41.2084,142.0005,55.03,4.5
2017-01-03T10:32:17.920Z,31.709,141.7744,10,4.5
2017-01-04T15:43:59.640Z,36.902,140.9426,53.38,5.2
2017-01-04T17:53:20.710Z,37.1515,141.3125,10,5.3
2017-01-05T17:39:11.690Z,38.6598,142.3334,31.16,4.6
2017-01-12T00:36:30.030Z,36.1293,140.1314,77.5,4.5
2017-01-12T17:04:59.820Z,41.7468,132.9867,497.86,5.4
2017-01-13T01:20:52.430Z,37.4728,141.5311,10,4.5
2017-01-13T03:25:30.740Z,35.6593,140.772,49.46,5
2017-01-14T15:19:39.550Z,33.5065,138.217,284.75,4.5
2017-01-16T05:02:46.390Z,34.4881,142.1751,32.15,4.5
2017-01-16T14:21:49.180Z,40.1945,142.2767,54.29,4.6
2017-01-18T08:19:27.010Z,36.4792,140.6508,59.22,4.5
2017-01-21T11:54:32.860Z,40.6446,142.4026,38.71,4.8
2017-01-21T18:11:07.450Z,41.1479,142.3546,56.69,4.8
2017-01-22T15:36:43.110Z,32.3472,141.6428,10,4.6
2017-01-24T13:12:08.720Z,40.3769,143.1249,24.91,4.7
2017-01-25T10:00:13.040Z,31.3175,141.705,10,4.5
2017-01-26T08:06:30.210Z,40.2435,142.434,42.4,5.1
2017-01-26T18:24:44.980Z,35.1959,141.2299,35.8,4.6
2017-01-28T13:40:29.150Z,39.777,140.7051,146.79,4.9
2017-01-28T18:28:00.780Z,40.2294,142.2278,50.89,4.6
2017-01-31T18:43:01.340Z,38.2792,142.3718,17.2,4.6
2017-02-02T17:38:32.920Z,35.3486,140.4032,59.01,4.5
2017-02-03T14:15:33.960Z,37.3693,141.3087,24.95,4.8
2017-02-06T02:27:28.050Z,38.4956,141.7575,55.3,4.5
2017-02-06T11:58:06.700Z,33.6378,142.4697,16.87,5
2017-02-07T07:21:30.590Z,31.2881,131.6849,21.89,4.5
2017-02-07T11:03:59.970Z,36.7597,140.5787,35.84,4.6
2017-02-08T00:06:22.940Z,37.2855,141.4211,22.52,4.5
2017-02-10T21:05:26.550Z,37.2748,141.7038,6.78,5.2
2017-02-12T13:36:55.050Z,40.2182,142.3081,43.59,5
2017-02-13T19:18:56.370Z,41.9521,142.3478,64.57,4.6
2017-02-15T19:41:00.930Z,37.196,135.2654,367.36,4.5
2017-02-19T09:19:31.080Z,35.6621,140.7523,42,5.4
2017-02-20T02:58:38.730Z,32.5316,141.9447,10,4.6
2017-02-23T23:54:51.720Z,39.9021,143.1389,26.51,4.5
2017-02-25T04:52:55.100Z,38.7647,142.2577,38.55,4.6
2017-02-25T16:03:44.260Z,31.1548,140.3244,100.69,4.9
2017-02-26T14:54:46.030Z,37.2305,141.1956,60.9,4.6
2017-02-26T15:03:33.890Z,37.1586,141.1656,48.26,4.8
2017-02-27T04:32:42.570Z,31.6255,141.7465,11.04,4.9
2017-02-27T09:10:38.610Z,42.3166,142.9652,55.92,4.9
2017-02-28T07:49:02.860Z,37.5666,141.3347,47,5.7
2017-02-28T08:08:27.710Z,36.9365,142.1298,24.04,4.8
2017-03-01T06:43:05.520Z,37.5691,141.411,53.9,5
2017-03-02T14:53:42.590Z,32.6336,132.1018,44.42,5.3
2017-03-05T01:18:54.450Z,35.6617,140.8647,44.03,4.8
2017-03-05T10:04:42.950Z,37.2389,141.3439,14.04,4.6
2017-03-06T16:17:25.830Z,39.8672,143.1824,31.77,4.6
2017-03-07T16:08:19.040Z,41.5149,141.9022,56,5.7
2017-03-07T19:51:54.500Z,39.8478,143.073,26.53,4.7
2017-03-08T11:52:00.080Z,31.6816,141.9475,10,4.7
2017-03-09T02:25:25.840Z,34.5531,140.5047,55.11,4.8
2017-03-11T19:57:48.100Z,37.529,141.5136,43.92,5.3
2017-03-14T06:56:38.670Z,31.6332,141.733,10,4.7
2017-03-17T13:00:26.190Z,35.9705,140.4773,56.39,4.5
2017-03-19T11:35:43.650Z,35.6863,140.2471,60.47,4.5
2017-03-22T00:21:02.180Z,37.3984,141.5444,14.24,4.6
2017-03-23T16:19:16.200Z,36.3727,142.2334,32.04,4.6
2017-03-24T02:43:50.970Z,36.1744,142.4942,10,4.8
2017-03-27T22:31:21.050Z,42.0424,138.5495,5.19,5.1
2017-04-01T09:14:02.640Z,33.4349,140.8802,49.41,4.6
2017-04-02T03:32:16.290Z,38.0002,142.5754,20.98,4.5
2017-04-02T18:15:03.010Z,31.0876,141.7113,20.05,4.5
2017-04-05T10:42:53.300Z,31.1342,141.9411,24.71,4.7
2017-04-05T20:00:14.210Z,39.644,142.0458,53.3,4.5
2017-04-08T14:17:35.660Z,32.6791,140.3099,29.67,4.6
2017-04-08T22:20:13.970Z,37.5583,141.5641,42.61,4.8
2017-04-09T18:10:39.380Z,38.3016,141.8625,55.19,4.5
2017-04-11T18:10:49.200Z,36.162,140.1848,63.27,4.8
2017-04-12T07:35:00.020Z,38.5979,133.7559,458.55,4.5
2017-04-14T14:01:22.750Z,36.8616,138.5658,10,4.5
2017-04-17T17:39:01.520Z,34.5749,140.4045,76.58,4.7
2017-04-19T17:13:44.240Z,36.7808,140.6351,23.58,4.6
2017-04-19T17:15:34.560Z,37.3094,141.8,38.46,5
2017-04-30T10:30:33.150Z,35.6294,140.2417,61.05,4.5
2017-04-30T14:42:35.390Z,42.308,142.9945,57.98,5.3
2017-05-04T05:22:25.440Z,32.6882,130.6545,10,4.6
2017-05-06T14:23:17.380Z,33.16,140.7457,63.57,4.9
2017-05-06T20:39:21.330Z,33.0417,140.8807,30.83,4.5
2017-05-11T11:21:26.450Z,32.7276,130.6055,10,4.8
2017-05-23T09:23:16.210Z,35.887,140.1852,73.47,4.5
2017-05-24T14:35:00.450Z,32.4132,131.061,126.35,4.5
2017-05-25T17:33:23.150Z,42.0205,142.663,66.3,4.6
2017-05-27T11:59:40.020Z,36.8252,138.3746,1.61,4.6
2017-05-27T13:50:04.350Z,35.9757,135.5339,10,4.8
2017-05-28T06:18:22.540Z,35.8363,139.5396,129.48,4.5
2017-06-02T00:55:21.550Z,32.5115,140.7479,63.27,4.6
2017-06-02T10:15:54.850Z,31.5108,140.2439,83.24,4.6
2017-06-04T00:56:12.910Z,35.3526,140.4756,22.39,4.5
2017-06-04T02:09:56.170Z,35.3709,140.6488,18.48,4.5
2017-06-08T00:25:29.910Z,35.5875,140.6855,38.97,4.9
2017-06-09T19:34:12.360Z,40.22,142.6702,15.47,4.7
2017-06-12T19:04:22.900Z,35.7423,140.1308,70.24,4.5
2017-06-16T13:39:52.710Z,31.8692,131.7773,31.36,4.7
2017-06-18T20:51:28.630Z,37.0751,140.643,10,4.5
2017-06-20T14:27:41.000Z,32.8717,132.036,36.76,5
2017-06-22T22:04:35.440Z,32.4684,141.4367,35.44,4.9
2017-06-22T23:59:00.000Z,39.2642,141.8254,39.83,4.5
2017-06-24T22:02:16.970Z,35.8637,137.5681,10,5.2
2017-06-25T06:17:14.830Z,35.6908,137.6961,10,4.7
2017-07-01T15:58:24.120Z,32.9626,131.1133,15.41,4.5
2017-07-06T01:14:42.030Z,31.5685,141.9145,14.36,4.6
2017-07-06T16:46:38.730Z,37.057,140.6646,2.58,4.5
2017-07-07T12:48:36.330Z,37.7857,141.1235,63.77,4.8
2017-07-08T11:48:52.720Z,37.4259,141.6345,39.18,4.5
2017-07-09T17:02:13.990Z,31.2287,131.071,59.06,4.5
2017-07-11T02:56:36.980Z,31.3883,130.6243,23.91,5.3
2017-07-11T12:33:33.160Z,37.5413,141.3521,35.76,4.5
2017-07-12T05:36:13.210Z,35.3007,141.0539,25.69,4.8
2017-07-12T19:48:07.810Z,40.8551,131.6637,545,5.9
2017-07-14T09:13:59.090Z,35.7684,139.39,64.62,4.5
2017-07-14T10:13:51.840Z,34.5387,141.5937,10,4.7
2017-07-16T11:16:02.470Z,41.576,142.9361,41.07,4.5
2017-07-20T00:11:24.830Z,37.417,141.5859,31,5.8
2017-07-21T01:24:08.480Z,31.4992,141.2638,40.75,4.5
2017-07-21T07:07:45.320Z,35.776,140.208,64.07,4.6
2017-07-22T01:46:47.020Z,40.0618,143.2573,29.78,4.9
2017-07-22T09:29:32.970Z,32.2466,140.2639,97.98,4.8
2017-07-24T02:14:59.660Z,40.1002,139.586,7.09,4.6
2017-07-24T18:09:15.450Z,40.1372,143.1885,10,4.5
2017-07-25T12:08:04.480Z,39.5033,142.0592,52.39,4.5
2017-07-28T07:16:28.090Z,36.2612,142.0354,12.91,4.7
2017-08-01T17:02:05.450Z,36.7759,140.6801,8.33,5.2
2017-08-01T22:15:56.130Z,36.1121,140.1171,47.97,4.5
2017-08-02T15:11:52.460Z,36.3683,142.587,33.91,4.5
2017-08-03T04:45:05.280Z,36.09,139.9203,57.58,4.5
2017-08-04T09:49:07.540Z,32.3789,142.014,10,4.7
2017-08-10T00:36:30.690Z,35.7086,140.1416,61.61,5.1
2017-08-14T09:11:34.110Z,35.7785,140.0818,109.46,4.8
2017-08-15T19:38:56.120Z,33.8658,132.0971,58.11,4.5
2017-08-18T11:38:02.960Z,35.0193,142.9209,10,4.5
2017-08-21T10:57:30.960Z,32.7228,140.05,143.65,4.5
2017-08-21T22:37:54.780Z,38.9742,142.2838,28.81,4.6
2017-08-24T17:18:53.430Z,37.4746,141.6268,42.12,4.6
2017-08-25T19:20:28.750Z,37.0637,140.5222,6.37,4.8
2017-08-26T18:34:55.260Z,37.2672,142.2776,35.99,4.5
2017-08-27T02:26:03.790Z,36.7567,140.761,6.26,4.5
2017-08-27T15:35:27.020Z,36.1358,141.127,35,4.7
2017-08-28T09:12:17.400Z,32.951,140.3869,134.69,4.5
2017-09-08T13:23:20.620Z,39.5355,140.4519,14.54,4.9
2017-09-10T08:44:24.540Z,41.7813,142.8932,45,5.5
2017-09-14T00:27:24.030Z,35.821,139.595,53.24,4.6
2017-09-17T09:25:02.130Z,37.3415,141.2485,54.96,4.9
2017-09-19T20:18:08.420Z,37.3074,141.6201,47.16,5.4
2017-09-22T23:49:32.060Z,31.3308,140.9508,48.21,5.2
2017-09-23T12:25:19.350Z,31.1823,142.1923,10,4.6
2017-09-26T20:22:11.640Z,40.335,142.3424,37,5.8
2017-09-28T07:11:29.840Z,37.4088,141.4881,51.99,4.8
2017-10-01T01:25:07.650Z,36.9153,140.6213,10,4.9
2017-10-01T14:20:28.430Z,40.1512,142.3091,57.69,4.5
2017-10-06T14:56:41.300Z,37.0959,141.0771,44,5.6
2017-10-08T01:38:17.730Z,42.2922,141.3201,117.75,4.5
2017-10-08T14:54:25.460Z,35.9965,140.2939,70.78,4.6
2017-10-09T14:47:19.200Z,38.3005,141.6589,48.96,4.8
2017-10-12T06:12:38.050Z,36.7443,142.0711,15.55,5
2017-10-13T04:47:16.420Z,33.9362,136.73,358.04,4.5
2017-10-15T10:43:09.180Z,36.5554,140.7139,66.58,4.5
2017-10-16T12:47:23.330Z,31.1763,141.8945,10,4.9
2017-10-17T22:40:44.000Z,36.032,139.8702,58.71,4.5
2017-10-17T23:48:53.330Z,41.9905,142.5284,62.3,4.9
2017-10-18T16:50:04.120Z,40.1166,141.8815,32.81,4.6
2017-10-19T12:50:30.410Z,37.1167,141.0283,51.49,4.6
2017-10-20T18:55:31.190Z,32.1735,141.841,25.18,4.5
2017-10-21T15:50:53.720Z,36.0342,142.4162,10,4.7
2017-10-21T16:25:52.180Z,37.3804,141.8757,35.48,4.9
2017-10-24T01:23:37.170Z,35.1516,141.4972,25.55,4.6
2017-10-24T03:27:46.610Z,36.0406,141.8164,13.13,4.7
2017-10-24T14:41:41.540Z,32.5009,139.8842,114.89,4.6
2017-10-26T09:41:29.760Z,34.6433,142.0443,31.71,4.6
2017-10-26T12:51:02.360Z,40.3052,142.4207,48.4,4.5
2017-10-30T10:06:41.870Z,32.1625,141.8039,35.26,4.8
2017-11-02T00:26:20.620Z,37.4425,141.6404,42.94,4.5
2017-11-02T13:31:06.940Z,36.8593,140.7962,77.39,4.5
2017-11-03T12:38:09.340Z,36.8831,140.5858,36.06,4.8
2017-11-04T04:45:36.610Z,31.4446,141.2768,44.04,4.8
2017-11-04T21:05:43.080Z,40.7054,141.0229,105.63,4.7
2017-11-06T04:40:27.710Z,32.5335,141.6387,26.11,4.5
2017-11-06T17:45:06.620Z,37.2768,142.2803,33.28,4.5
2017-11-08T18:24:43.100Z,34.2187,141.6414,17.67,4.6
2017-11-09T02:46:41.930Z,32.5107,141.4166,38.28,4.7
2017-11-09T07:42:11.020Z,32.5208,141.438,12,6
2017-11-09T15:37:58.290Z,36.0794,140.0743,43.56,4.5
2017-11-09T18:45:45.340Z,32.4554,141.5139,14.98,5.4
2017-11-10T16:38:18.910Z,38.3544,141.9495,45.89,4.9
2017-11-16T09:43:33.860Z,32.2203,140.5499,59,5.8
2017-11-17T01:02:47.850Z,37.2273,141.4163,40.12,5
2017-11-18T09:00:34.020Z,31.7068,139.599,17.13,4.8
2017-11-18T21:58:49.350Z,31.672,139.5875,12.45,4.5
2017-11-19T03:28:44.070Z,32.2769,140.8297,39.94,4.7
2017-11-19T16:38:29.120Z,31.7208,139.9019,10,4.9
2017-11-20T00:53:29.370Z,33.493,141.1151,35,4.7
2017-11-20T13:17:59.040Z,42.0075,142.2602,58.34,4.9
2017-11-23T00:35:19.930Z,31.7381,141.7003,16.53,4.5
2017-11-28T02:08:22.530Z,32.2491,141.1206,31.82,4.7
2017-11-28T15:10:48.300Z,31.3275,140.1596,10,4.6
2017-11-30T09:18:23.770Z,38.312,133.7328,435.49,4.9
2017-12-01T15:12:30.240Z,36.0846,139.8121,55.69,4.6
2017-12-01T20:48:01.210Z,42.0784,142.4531,60.97,4.8
2017-12-02T16:17:37.820Z,36.1038,141.0999,46.1,4.5
2017-12-04T07:42:02.740Z,38.896,142.5101,43.7,4.6
2017-12-04T07:54:17.330Z,32.1981,131.6259,62.53,4.5
2017-12-05T14:15:19.160Z,37.6915,141.9318,35,4.5
2017-12-05T15:13:49.710Z,36.3969,137.9329,2.87,5.1
2017-12-05T15:22:11.080Z,36.9265,140.6029,12.18,4.8
2017-12-06T07:40:14.880Z,39.1645,142.3871,45.31,4.7
2017-12-11T03:01:01.720Z,31.5484,141.8447,10,4.9
2017-12-11T16:52:26.730Z,37.1279,141.2672,38,4.6
